learner_id,equilibrium_mean,equilibrium_std,resilience_mean,overload_mean,instability_mean,intervention_need_rate,stability_index,resilience_group
42,0.026782963028767256,0.07614507862034234,0.4691075773246958,0.5535399824544766,0.4068442266499026,1.0,-0.04936211559157508,low_resilience
43,0.09012896516518389,0.1867466276399556,0.47649642701313094,0.5070045775315999,0.3789576006869995,0.875,-0.0966176624747717,low_resilience
44,0.10888080416629717,0.1820657140393035,0.4713018155341409,0.5036527325289301,0.4285513001763792,0.875,-0.07318490987300633,low_resilience
45,0.053399799563999976,0.13333164842544484,0.37762059458110525,0.509344649784416,0.43441459452060993,0.9375,-0.07993184886144486,low_resilience
46,0.33917037872466205,0.2646135935269802,0.8492653561296635,0.4816878339735131,0.3384006990600701,0.625,0.07455678519768183,high_resilience
47,0.06520867552424967,0.15600505331730807,0.7291979355080389,0.5215406640225284,0.40715515387328566,0.9375,-0.09079637779305841,high_resilience
48,0.05866025377772477,0.12113087318407259,0.4291543765529852,0.5143173426934098,0.375586451963078,1.0,-0.06247061940634782,low_resilience
49,0.0317991954048364,0.08647354011029755,0.46993410230705734,0.5569805770132363,0.45221689156682204,1.0,-0.05467434470546115,low_resilience
50,0.03962068306647212,0.1043407842980023,0.3624645300877198,0.5376842997166186,0.40121349814191987,1.0,-0.06472010123153017,low_resilience
51,0.09150167090172649,0.14740328183511706,0.6640569239241663,0.49687315252335,0.40164130333606196,0.9375,-0.055901610933390564,moderate_resilience
52,0.0857919292692026,0.15733691796165666,0.6542166069837198,0.5495711892332791,0.4231518219086641,1.0,-0.07154498869245407,moderate_resilience
53,0.10114077898323132,0.17048693900816578,0.7519143793337328,0.4707526152319639,0.3575506263880489,0.9375,-0.06934616002493446,high_resilience
54,0.07942384724927107,0.1521665771089155,0.7157037209150876,0.5036874890878869,0.36091504520463463,0.9375,-0.07274272985964444,high_resilience
55,0.037757029539856074,0.09001419381740701,0.618161061054961,0.5931049470927937,0.4783372949235671,1.0,-0.052257164277550935,moderate_resilience
56,0.10774812586870615,0.18012890482625402,0.5592410995149895,0.5298424849708006,0.4404238132794001,0.9375,-0.07238077895754787,moderate_resilience
57,0.08402193717349432,0.14989474311330422,0.6320807612933016,0.5319937162428721,0.38230659270615236,0.9375,-0.0658728059398099,moderate_resilience
58,0.12182678754051904,0.21889726055462128,0.5287061766616186,0.5171980563099119,0.4003948620005266,0.875,-0.09707047301410224,low_resilience
59,0.08667986067465835,0.1840286554422588,0.5821713193965405,0.5840095759952529,0.4520764636490808,0.9375,-0.09734879476760044,moderate_resilience
60,0.030572466770947965,0.0876344531210352,0.4598787455343918,0.5769853078852275,0.4421201179777283,1.0,-0.05706198635008723,low_resilience
61,0.09195725932319745,0.1612343142132531,0.4589716497387505,0.4751530201019147,0.3619729285652284,0.9375,-0.06927705489005564,low_resilience
62,0.15325551761792727,0.25108220986805124,0.9286350426698935,0.534110332869358,0.4382520247741343,0.8125,-0.09782669225012397,high_resilience
63,0.10087363259114766,0.20660879324415873,0.73177919745131,0.49997188711103774,0.4416101746098157,0.875,-0.10573516065301107,high_resilience
64,0.06494864520854107,0.14425251753852078,0.545411527105381,0.5012789157469312,0.41243799993019775,0.9375,-0.07930387232997971,moderate_resilience
65,0.02567226170891,0.0770875419074221,0.7177276295357794,0.5347142389701822,0.39283892238315404,1.0,-0.0514152801985121,high_resilience
66,0.07202775427805715,0.16395759079585,0.7560555001267432,0.5149329195474612,0.39709016260119434,0.9375,-0.09192983651779287,high_resilience
67,0.03130740034294324,0.08455537938468614,0.28896009904497627,0.5267456403789628,0.428190371274134,1.0,-0.0532479790417429,low_resilience
68,0.11053796810558889,0.2103188198037089,0.2682225793690806,0.4775578691908063,0.3628078684291379,0.875,-0.09978085169812001,low_resilience
69,0.09252864421218791,0.14868084480503166,0.6950487283887409,0.48836503710265083,0.42543689693440107,1.0,-0.056152200592843746,high_resilience
70,0.07356244615669752,0.13616089576765988,0.7123271501928242,0.5794406594656671,0.42833451820460067,0.9375,-0.06259844961096236,high_resilience
71,0.057536219027213495,0.12078687202364181,0.6501508917200167,0.5129875056577878,0.3739429315321716,1.0,-0.06325065299642832,moderate_resilience
72,0.05156806622753865,0.12190429159298134,0.7288740000101175,0.5370436621658203,0.46379933814230007,1.0,-0.07033622536544269,high_resilience
73,0.10099877456911929,0.1743832867588353,0.574908917752769,0.4935664885476043,0.3942900226444984,0.9375,-0.073384512189716,moderate_resilience
74,0.0655212188084445,0.13362645949099136,0.6046662115310882,0.5296415508999297,0.4190463690598204,0.9375,-0.06810524068254686,moderate_resilience
75,0.17438128937032477,0.1585855930422974,0.7353478628170658,0.49386430611160764,0.36068614759630807,0.9375,0.015795696328027353,high_resilience
76,0.0510867156881157,0.10209733249864494,0.6836929551323762,0.5226198637077224,0.3813207040072957,1.0,-0.05101061681052924,high_resilience
77,0.1257357111030251,0.21209524046907652,0.5291191899184994,0.549740057560242,0.4140308142574513,0.875,-0.08635952936605143,low_resilience
78,0.06701449289564083,0.14270245993254535,0.49154890915882293,0.5041231971952363,0.38701962517970306,0.9375,-0.07568796703690452,low_resilience
79,0.02198282162018933,0.06748320407649953,0.7045672011411812,0.5298431417247658,0.44395996263381976,1.0,-0.045500382456310204,high_resilience
80,0.1116777223952957,0.17689674638287814,0.599049225767536,0.48400648403739,0.4189690525089424,0.9375,-0.06521902398758243,moderate_resilience
81,0.02203112251456333,0.06484106754386405,0.5511251868139871,0.508438207856433,0.4218395715768499,1.0,-0.042809945029300724,moderate_resilience
82,0.028910357293411557,0.08567258658394793,0.5600510427694015,0.54509349353097,0.39337615745141497,1.0,-0.05676222929053637,moderate_resilience
83,0.0657375172013555,0.14158228570211973,0.5037482984096249,0.5291305918442163,0.4469416310947069,0.9375,-0.07584476850076423,low_resilience
84,0.15172465391353462,0.17580041378018532,0.7088280911831613,0.5061465838387535,0.4040612859491666,0.9375,-0.024075759866650698,high_resilience
85,0.15767765419886387,0.18654115023831708,0.9034113218952792,0.46799731094904573,0.39957379769983825,0.875,-0.028863496039453207,high_resilience
86,0.10744007907955014,0.1647444837149837,0.9792904142795567,0.5147671242158686,0.4390602151522346,0.9375,-0.05730440463543357,high_resilience
87,0.08117047475115537,0.15918050309425855,0.39083819249085117,0.5344537854291098,0.4147515033683246,0.9375,-0.07801002834310318,low_resilience
88,0.08967201413318808,0.17404150350456948,0.6926626755139257,0.5120383646117549,0.37257350774129383,0.9375,-0.0843694893713814,high_resilience
89,0.09226881529002064,0.16822625078526857,0.4633878497667968,0.5403547482711807,0.40840119534100694,0.875,-0.07595743549524793,low_resilience
90,0.08110104983280615,0.11134182161578536,0.7109943757443203,0.5272596795551578,0.38503677712788453,1.0,-0.03024077178297921,high_resilience
91,0.19404296933234066,0.25108000352242643,0.7166595408811582,0.532062595643622,0.4244595404594205,0.8125,-0.05703703419008577,high_resilience
92,0.10562265330483432,0.17688397070621464,0.5295623922802714,0.5500207652049565,0.3846487350745301,0.875,-0.07126131740138032,low_resilience
93,0.03125302261305087,0.0694970203030972,0.7155994927377736,0.5315981896556308,0.404931539809706,1.0,-0.038243997690046334,high_resilience
94,0.042753561649868724,0.10548808339411596,0.3829769342334592,0.5226761635648913,0.42230659482811483,1.0,-0.06273452174424723,low_resilience
95,0.05738973579670063,0.11893449839989013,0.6491988481562663,0.5271729644297516,0.42837248256499366,1.0,-0.0615447626031895,moderate_resilience
96,0.035598643616979925,0.0888932091498112,0.6305826081771074,0.5425225537250822,0.4532911362657911,1.0,-0.05329456553283128,moderate_resilience
97,0.09984776866031164,0.1664169863280843,0.6994140344050289,0.46235847451036216,0.37401919889265955,0.9375,-0.06656921766777266,high_resilience
98,0.15613474803417637,0.1774825387982918,0.956713827321164,0.5405518407092504,0.39254055666657095,0.9375,-0.021347790764115415,high_resilience
99,0.08087665127685868,0.15506539913928888,0.41697190242027293,0.5374608036839216,0.4275990518409892,0.9375,-0.0741887478624302,low_resilience
100,0.057817583030809874,0.13001783092026228,0.5279176140382127,0.5125343681886522,0.4031823156860233,0.9375,-0.07220024788945241,low_resilience
101,0.059580695849426914,0.12642022485429133,0.2809707930116258,0.511232619314389,0.4295409351561475,1.0,-0.06683952900486442,low_resilience
102,0.13935926409252475,0.1687907856945601,0.6972715619764471,0.49967182839905533,0.38373151201098954,0.9375,-0.029431521602035354,high_resilience
103,0.08788807514282711,0.1397325721884421,0.8905159217296525,0.5575132911888189,0.3981920539759205,1.0,-0.05184449704561499,high_resilience
104,0.08025226356194508,0.1510367510151519,0.7881919076338443,0.5219127263557888,0.41746397650296985,0.9375,-0.07078448745320683,high_resilience
105,0.417808800415692,0.04719886462276837,0.7570269792951828,0.4154224846065397,0.35744468675496543,0.5625,0.3706099357929237,high_resilience
106,0.048943337463395374,0.11011877772043249,0.4741046366902285,0.601315801572808,0.41321590505688066,1.0,-0.06117544025703712,low_resilience
107,0.1243914964159683,0.19547573029712087,0.5453372057840639,0.4934925267237717,0.3814260809147462,0.9375,-0.07108423388115256,moderate_resilience
108,0.08792644065412572,0.15013219960108604,0.6374585039797148,0.5475330732952073,0.4296044881426824,0.9375,-0.062205758946960316,moderate_resilience
109,0.06462309140978534,0.15316052669269783,0.3931644869868284,0.5319902008237756,0.39341329528224145,0.9375,-0.0885374352829125,low_resilience
110,0.1085288830243968,0.18283769997689037,0.7788859209893921,0.5129864854692762,0.3849954451403002,0.875,-0.07430881695249357,high_resilience
111,0.06897205846714226,0.14740470522462248,0.46738765406990795,0.5481001346568959,0.4162674945948344,0.9375,-0.07843264675748023,low_resilience
112,0.049838062135843506,0.11620496606713857,0.53189123286415,0.5546917379342398,0.41754811946568193,1.0,-0.06636690393129506,low_resilience
113,0.017479289140954476,0.05155753364368193,0.517440269518113,0.5098752038597377,0.39597508548508425,1.0,-0.03407824450272745,low_resilience
114,0.04160851179167019,0.09527767547805088,0.5329658630282476,0.5418606378459468,0.38915756251666805,1.0,-0.053669163686380694,low_resilience
115,0.17997552055706464,0.22321109693996463,0.7058289441943352,0.5384752210791154,0.4162543464210907,0.875,-0.04323557638289999,high_resilience
116,0.049460585966070045,0.1271674819758507,0.42544372318719914,0.5702270647225419,0.44504994610924165,0.9375,-0.07770689600978066,low_resilience
117,0.15869085280991896,0.21944531809886972,0.36243844124527086,0.49890782129058175,0.38138905937105855,0.9375,-0.06075446528895076,low_resilience
118,0.06599602712766839,0.13587554644406705,0.5437682457623629,0.5413297258993885,0.3852599530303419,1.0,-0.06987951931639866,low_resilience
119,0.018039683625044246,0.05601110318740163,0.26716365711176676,0.5435222825257509,0.3865036927830499,1.0,-0.03797141956235738,low_resilience
120,0.06267968143148059,0.13459173930578058,0.5919966627862473,0.567402293754967,0.42676295120973495,0.9375,-0.0719120578743,moderate_resilience
121,0.08376752454763968,0.18063685390242804,0.606665052138914,0.5529602405785053,0.39588650544905524,0.9375,-0.09686932935478836,moderate_resilience
122,0.1273378846675819,0.17853648673840206,0.41199366014700306,0.510853159107508,0.42120356674109627,0.875,-0.051198602070820165,low_resilience
123,0.1753166837558431,0.1901108345783897,0.8352513280935195,0.46252956912257887,0.34895098675921987,0.875,-0.014794150822546592,high_resilience
124,0.2060230414027615,0.21906485619108387,0.5916572369500228,0.4661870634671969,0.3722996097627471,0.8125,-0.013041814788322365,moderate_resilience
125,0.026947519983693394,0.07600060543355708,0.5057231505087416,0.5099241163487751,0.40942466687289264,1.0,-0.049053085449863684,low_resilience
126,0.05310764996727659,0.1183809864360934,0.5511819251241268,0.5726905676326591,0.4360104466665781,1.0,-0.0652733364688168,moderate_resilience
127,0.046923678113674504,0.0955466244255654,0.4694052014730694,0.5417958519216872,0.4378146919244307,1.0,-0.048622946311890895,low_resilience
128,0.09052835258382644,0.16914406871680723,0.5741506720548568,0.5126079811464086,0.36941871223194805,0.9375,-0.0786157161329808,moderate_resilience
129,0.20701515275918905,0.2342070121052946,0.8567360516338448,0.5064525631666962,0.3257685596218684,0.6875,-0.027191859346105546,high_resilience
130,0.03983747600390257,0.09439603393724297,0.375059700822069,0.5478914386791579,0.4835757970607458,1.0,-0.0545585579333404,low_resilience
131,0.024438934760049987,0.07235009434463134,0.6385073691267215,0.513241915992466,0.4350458683221273,1.0,-0.04791115958458135,moderate_resilience
132,0.11387762163543394,0.18399370085553118,0.5282927070121969,0.5605349199097202,0.428526258728431,0.875,-0.07011607922009724,low_resilience
133,0.10721420013953101,0.20831570478532674,0.5366650224852995,0.5258656805157111,0.4274032330182984,0.875,-0.10110150464579573,low_resilience
134,0.04617488867322806,0.09804474366303494,0.6108826543439845,0.5217885664535874,0.39216708858283456,1.0,-0.051869854989806875,moderate_resilience
135,0.12004624453201296,0.18532659698534376,0.7266543058122832,0.4983293905258305,0.4244930472643456,0.875,-0.0652803524533308,high_resilience
136,0.1693334123798735,0.2229638133005216,0.9064115855788784,0.5141066546892427,0.38683642533052165,0.8125,-0.05363040092064808,high_resilience
137,0.021701050664801616,0.06381761004739214,0.4423588100863797,0.5333417955435774,0.41361483278667194,1.0,-0.04211655938259053,low_resilience
138,0.04700925809288522,0.10534898623228164,0.9747194450364894,0.5559163141918791,0.44832407540850044,1.0,-0.058339728139396425,high_resilience
139,0.09130941958435948,0.15614620006627258,0.6079672468402048,0.5516449643348466,0.42108677969242975,0.9375,-0.0648367804819131,moderate_resilience
140,0.10281327486046642,0.1730273319031178,0.9307777028059809,0.5305826311554656,0.4092862745822401,1.0,-0.07021405704265139,high_resilience
141,0.042514873796133175,0.10889837564080192,0.7781186025507335,0.5151619130810492,0.40559598408947856,1.0,-0.06638350184466874,high_resilience
142,0.051160443966070696,0.11949099831470145,0.4342253765203788,0.5633361661826415,0.44581437587056194,1.0,-0.06833055434863075,low_resilience
143,0.038730600525324246,0.09141483724871109,0.8296913779965779,0.5588573600378508,0.418430479685933,1.0,-0.052684236723386846,high_resilience
144,0.10446581806583981,0.18446659163437637,0.7467618474881754,0.52665107296999,0.3942612253754867,0.9375,-0.08000077356853656,high_resilience
145,0.16637505239607295,0.2134300437761358,0.7202915526028026,0.5043993932041367,0.37997741379849354,0.8125,-0.04705499138006286,high_resilience
146,0.2720718612900101,0.19478821606755464,0.6679437939773304,0.5156565080885017,0.4080488211641028,0.8125,0.07728364522245545,moderate_resilience
147,0.15331738247747406,0.22734174060752582,0.6045799156118215,0.5195314448782318,0.3827723054571752,0.8125,-0.07402435813005176,moderate_resilience
148,0.07467567015936993,0.14256734168027055,0.30707529416377366,0.5468364420150943,0.4139483642538324,0.9375,-0.06789167152090061,low_resilience
149,0.0745701902262726,0.1487996576553832,0.5483925364535581,0.5065686706608143,0.4163482920296882,0.9375,-0.07422946742911059,moderate_resilience
150,0.14126357094433378,0.22380673144363936,0.6220737057210569,0.4759018324730343,0.3943097204417933,0.8125,-0.08254316049930557,moderate_resilience
151,0.018156855793260995,0.058339147553302044,0.7561236266871696,0.5418690146739612,0.4294277177041429,1.0,-0.04018229176004105,high_resilience
152,0.1674218711646474,0.21033601737965352,0.42630585810277855,0.503522026705617,0.3892578911038826,0.8125,-0.04291414621500611,low_resilience
153,0.054792601336398954,0.12636165963021864,0.684558026874215,0.524382213697077,0.4004958355691505,1.0,-0.07156905829381968,high_resilience
154,0.18194253688838793,0.24942364390533336,0.4278917223997976,0.4799606009347122,0.40305490009267814,0.8125,-0.06748110701694543,low_resilience
155,0.41899247467066164,0.17263806191859055,0.8474120936852619,0.36611466032186557,0.37417740291677615,0.4375,0.2463544127520711,high_resilience
156,0.24777051422403443,0.2744191880699504,0.928350552235575,0.46481338680090023,0.4108846694524783,0.6875,-0.026648673845915988,high_resilience
157,0.06119451456939819,0.13041692031026558,0.4569477334819939,0.5408321007819115,0.42379957059231127,0.9375,-0.0692224057408674,low_resilience
158,0.050319581683683105,0.10843360661509523,0.7019000900980971,0.531724855665994,0.42387865915818734,1.0,-0.05811402493141212,high_resilience
159,0.18740357891445383,0.2523446654218297,0.7612982299933059,0.5213000847009398,0.4232626485141005,0.8125,-0.06494108650737587,high_resilience
160,0.0473133053714713,0.10311184703904955,0.4984052583020236,0.5370606663156281,0.40616636926501243,1.0,-0.05579854166757825,low_resilience
161,0.06934321330358893,0.12821060677356155,0.8062238345857696,0.5510289654768452,0.4348667592069016,1.0,-0.05886739346997262,high_resilience
162,0.3449354230670706,0.3548601354346364,0.46291984592300084,0.4938588773504604,0.41494494621065475,0.625,-0.009924712367565813,low_resilience
163,0.06537035371521917,0.1329997676696514,0.4630710444337207,0.5581021246396299,0.4033371801444723,1.0,-0.06762941395443224,low_resilience
164,0.2771831784925833,0.23903254752455275,0.7467539353300671,0.47571031097478245,0.4100135440404081,0.6875,0.038150630968030536,high_resilience
165,0.04466420215887691,0.09625226465697884,0.5133193752701982,0.5015370484462707,0.42811265341695737,1.0,-0.051588062498101925,low_resilience
166,0.03771348298270596,0.10061489227972747,0.5437915694426523,0.5747647060097832,0.4168304260681949,1.0,-0.06290140929702151,low_resilience
167,0.11125337915482202,0.1991790730754457,0.7471391283879172,0.5324874139622057,0.40998438174086227,0.875,-0.08792569392062367,high_resilience
168,0.10859684292878609,0.14835373972378801,0.6203998978056778,0.4819446859828816,0.41409212761038144,0.9375,-0.039756896795001925,moderate_resilience
169,0.08697597207772394,0.15779330001754469,0.6369194823507179,0.45981784993125424,0.3910360706806617,0.9375,-0.07081732793982075,moderate_resilience
170,0.12253859420820286,0.19034216515032598,0.8036761726864624,0.528837971894274,0.3841013704758498,0.875,-0.06780357094212312,high_resilience
171,0.18447507747580438,0.2737574892586516,0.33049425964245444,0.4734310205200856,0.3864270527448954,0.8125,-0.08928241178284724,low_resilience
172,0.10510741169598403,0.1810003666929245,0.4817354308023165,0.5254829001453502,0.4097386188304799,0.875,-0.07589295499694046,low_resilience
173,0.010613451829101114,0.04245380731640446,0.5755819516909588,0.5800606782168932,0.46958200453671495,1.0,-0.03184035548730335,moderate_resilience
174,0.11350781687470302,0.1629719044364808,0.8308832388790832,0.49703309552674285,0.38425951282105064,0.875,-0.04946408756177778,high_resilience
175,0.24563459363430393,0.21093854112371607,0.8477572544541155,0.4810389234937423,0.4296139778150676,0.8125,0.034696052510587855,high_resilience
176,0.08668519303656846,0.1735611909267298,0.42730641348857296,0.5112799442591591,0.4073741512625987,0.875,-0.08687599789016134,low_resilience
177,0.12900510817227728,0.1935591711895114,0.8180539054967002,0.59330080607138,0.39669843565710206,0.875,-0.06455406301723413,high_resilience
178,0.12481736590938335,0.18376875156106923,0.5598682732806345,0.4632917839318407,0.3859341130828372,0.9375,-0.05895138565168588,moderate_resilience
179,0.0347474283625243,0.09054429681876354,0.47429733425181797,0.5862622324857851,0.37952016856463694,1.0,-0.05579686845623924,low_resilience
180,0.0470927700362994,0.09851216555618658,0.7106897239247703,0.567342115615068,0.41321918838024135,1.0,-0.05141939551988718,high_resilience
181,0.04222867258496782,0.088059572332606,0.8186739239583081,0.5536272716369754,0.4428920925960116,1.0,-0.04583089974763818,high_resilience
182,0.20313804937211213,0.2672065682005299,0.6479077561690345,0.4554799809640634,0.41477508269389507,0.75,-0.06406851882841777,moderate_resilience
183,0.05451429209944321,0.12972190339377437,0.4231065045379014,0.5028181785758157,0.42620235452636107,1.0,-0.07520761129433116,low_resilience
184,0.03904694005682262,0.11437151814023583,0.4378936806616918,0.545655174325834,0.420845869452527,0.9375,-0.07532457808341321,low_resilience
185,0.12239559342638315,0.22022036441048012,0.38357631248143004,0.5075220778496466,0.40966601017715015,0.875,-0.09782477098409698,low_resilience
186,0.12117626213677522,0.19482140151207905,0.5516316442524508,0.4565234576040096,0.37837890719296957,0.875,-0.07364513937530383,moderate_resilience
187,0.13387689820794166,0.19141469250857687,0.45481576726418743,0.5146800495968091,0.3796907423004611,0.875,-0.057537794300635214,low_resilience
188,0.13648750649045308,0.23446964158016612,0.44489163638394796,0.4985278439919263,0.4093211643554517,0.875,-0.09798213508971304,low_resilience
189,0.0766287760179656,0.12987226096869395,0.6957658533200476,0.5325108969050804,0.3796599362119984,1.0,-0.05324348495072835,high_resilience
190,0.04136491186209433,0.09462489815257084,0.5602483354766147,0.5851437944267406,0.42488011624199407,1.0,-0.05325998629047651,moderate_resilience
191,0.17459949831929775,0.22363866071036667,0.6621778144384375,0.4562182445453343,0.42460425943660246,0.8125,-0.049039162391068924,moderate_resilience
192,0.07189515415902185,0.14965805576318456,0.542478990574497,0.5613627600962353,0.4239153833030135,0.9375,-0.0777629016041627,low_resilience
193,0.15790246732376464,0.16072826070346838,0.6630341750999581,0.5087077288583852,0.3678419331323328,0.875,-0.002825793379703734,moderate_resilience
194,0.0800927524873115,0.13616086165826452,0.5194823217684145,0.4978118588772106,0.3589808329803253,0.9375,-0.05606810917095302,low_resilience
195,0.124965383550783,0.2077245691629359,0.3720087731826951,0.488606971961836,0.4054056395832827,0.875,-0.08275918561215291,low_resilience
196,0.04958379274830063,0.11158174273584838,0.6007616343953464,0.4851543775796132,0.3935586143150171,1.0,-0.06199794998754775,moderate_resilience
197,0.10795198766517132,0.17620799832721576,0.5356528536284062,0.5085423273831865,0.4232828406008851,0.9375,-0.06825601066204444,low_resilience
198,0.11301011864630492,0.15535447338320654,0.6949545994597124,0.5338277488283265,0.45479761794766577,0.9375,-0.042344354736901624,high_resilience
199,0.07121024036962556,0.1467147284546854,0.32826564081429,0.5646318667986782,0.39403139465259396,0.9375,-0.07550448808505983,low_resilience
200,0.1447352437248755,0.21055085638177237,0.49232046272252405,0.47769845145832157,0.3606349175063151,0.8125,-0.06581561265689687,low_resilience
201,0.09982245307347362,0.19793729406297625,0.837296225214589,0.5463876617525185,0.4043343174198308,0.875,-0.09811484098950263,high_resilience
202,0.09581813206921141,0.1941202739220095,0.5547062880633844,0.5135289976853091,0.41193717203617713,0.875,-0.09830214185279809,moderate_resilience
203,0.06834747094726919,0.12489594758169402,0.4655814273498503,0.48574678252816006,0.3959122332806349,1.0,-0.05654847663442483,low_resilience
204,0.07593288708716764,0.14084879082971147,0.9064517151427972,0.5228430304638908,0.3826090847783952,0.9375,-0.06491590374254383,high_resilience
